run_id,row_index,perm_id,alt_order,response
2,9,2,"['alt2', 'alt1', 'alt3']",C > B > A
2,9,3,"['alt2', 'alt3', 'alt1']",B > A > C
2,9,4,"['alt3', 'alt1', 'alt2']",C > B > A
2,9,5,"['alt3', 'alt2', 'alt1']",A > B > C
3,0,0,"['alt1', 'alt2', 'alt3']",A > B > C
3,0,1,"['alt1', 'alt3', 'alt2']",A > C > B
3,0,2,"['alt2', 'alt1', 'alt3']",B > A > C
3,0,3,"['alt2', 'alt3', 'alt1']",C > B > A
3,0,4,"['alt3', 'alt1', 'alt2']",A > B > C
3,0,5,"['alt3', 'alt2', 'alt1']",C > B > A
3,1,0,"['alt1', 'alt2', 'alt3']",A > B > C
3,1,1,"['alt1', 'alt3', 'alt2']",C > B > A
3,1,2,"['alt2', 'alt1', 'alt3']",A > B > C
3,1,3,"['alt2', 'alt3', 'alt1']",A > B > C
3,1,4,"['alt3', 'alt1', 'alt2']",A > B > C
3,1,5,"['alt3', 'alt2', 'alt1']",A > B > C
3,2,0,"['alt1', 'alt2', 'alt3']",B > A > C
3,2,1,"['alt1', 'alt3', 'alt2']",C > B > A
3,2,2,"['alt2', 'alt1', 'alt3']",A > B > C
3,2,3,"['alt2', 'alt3', 'alt1']",C > B > A
3,2,4,"['alt3', 'alt1', 'alt2']",A > B > C
3,2,5,"['alt3', 'alt2', 'alt1']",C > B > A
3,3,0,"['alt1', 'alt2', 'alt3']",B > A > C
3,3,1,"['alt1', 'alt3', 'alt2']",C > B > A
3,3,2,"['alt2', 'alt1', 'alt3']",A > B > C
3,3,3,"['alt2', 'alt3', 'alt1']",C > B > A
3,3,4,"['alt3', 'alt1', 'alt2']",C > A > B
3,3,5,"['alt3', 'alt2', 'alt1']",A > B > C
3,4,0,"['alt1', 'alt2', 'alt3']",B > A > C
3,4,1,"['alt1', 'alt3', 'alt2']",C > B > A
3,4,2,"['alt2', 'alt1', 'alt3']",A > B > C
3,4,3,"['alt2', 'alt3', 'alt1']",A > B > C
3,4,4,"['alt3', 'alt1', 'alt2']",C > B > A
3,4,5,"['alt3', 'alt2', 'alt1']",A > B > C
3,5,0,"['alt1', 'alt2', 'alt3']",B > C > A
3,5,1,"['alt1', 'alt3', 'alt2']",B > C > A
3,5,2,"['alt2', 'alt1', 'alt3']",C > B > A
3,5,3,"['alt2', 'alt3', 'alt1']",C > B > A
3,5,4,"['alt3', 'alt1', 'alt2']",C > B > A
3,5,5,"['alt3', 'alt2', 'alt1']",C > B > A
3,6,0,"['alt1', 'alt2', 'alt3']",A > C > B
3,6,1,"['alt1', 'alt3', 'alt2']",A > B > C
3,6,2,"['alt2', 'alt1', 'alt3']",A > B > C
3,6,3,"['alt2', 'alt3', 'alt1']",A > B > C
3,6,4,"['alt3', 'alt1', 'alt2']",A > B > C
3,6,5,"['alt3', 'alt2', 'alt1']",A > B > C
3,7,0,"['alt1', 'alt2', 'alt3']",C > B > A
3,7,1,"['alt1', 'alt3', 'alt2']",A > B > C
3,7,2,"['alt2', 'alt1', 'alt3']",C > A > B
3,7,3,"['alt2', 'alt3', 'alt1']",B > A > C
3,7,4,"['alt3', 'alt1', 'alt2']",A > C > B
3,7,5,"['alt3', 'alt2', 'alt1']",A > B > C
3,8,0,"['alt1', 'alt2', 'alt3']",B > A > C
3,8,1,"['alt1', 'alt3', 'alt2']",C > B > A
3,8,2,"['alt2', 'alt1', 'alt3']",A > C > B
3,8,3,"['alt2', 'alt3', 'alt1']",A > C > B
3,8,4,"['alt3', 'alt1', 'alt2']",C > B > A
3,8,5,"['alt3', 'alt2', 'alt1']",B > A > C
3,9,0,"['alt1', 'alt2', 'alt3']",C > B > A
3,9,1,"['alt1', 'alt3', 'alt2']",B > C > A
3,9,2,"['alt2', 'alt1', 'alt3']",C > B > A
3,9,3,"['alt2', 'alt3', 'alt1']",B > A > C
3,9,4,"['alt3', 'alt1', 'alt2']",C > B > A
3,9,5,"['alt3', 'alt2', 'alt1']",A > B > C
4,0,0,"['alt1', 'alt2', 'alt3']",B > A > C
4,0,1,"['alt1', 'alt3', 'alt2']",C > B > A
4,0,2,"['alt2', 'alt1', 'alt3']",B > C > A
4,0,3,"['alt2', 'alt3', 'alt1']",C > B > A
4,0,4,"['alt3', 'alt1', 'alt2']",C > B > A
4,0,5,"['alt3', 'alt2', 'alt1']",A > B > C
4,1,0,"['alt1', 'alt2', 'alt3']",A > B > C
4,1,1,"['alt1', 'alt3', 'alt2']",A > B > C
4,1,2,"['alt2', 'alt1', 'alt3']",A > B > C
4,1,3,"['alt2', 'alt3', 'alt1']",A > B > C
4,1,4,"['alt3', 'alt1', 'alt2']",A > B > C
4,1,5,"['alt3', 'alt2', 'alt1']",A > B > C
4,2,0,"['alt1', 'alt2', 'alt3']",A > B > C
4,2,1,"['alt1', 'alt3', 'alt2']",A > C > B
4,2,2,"['alt2', 'alt1', 'alt3']",B > A > C
4,2,3,"['alt2', 'alt3', 'alt1']",C > B > A
4,2,4,"['alt3', 'alt1', 'alt2']",B > A > C
4,2,5,"['alt3', 'alt2', 'alt1']",C > B > A
4,3,0,"['alt1', 'alt2', 'alt3']",B > A > C
4,3,1,"['alt1', 'alt3', 'alt2']",C > B > A
4,3,2,"['alt2', 'alt1', 'alt3']",A > B > C
4,3,3,"['alt2', 'alt3', 'alt1']",A > B > C
4,3,4,"['alt3', 'alt1', 'alt2']",C > A > B
4,3,5,"['alt3', 'alt2', 'alt1']",B > A > C
4,4,0,"['alt1', 'alt2', 'alt3']",B > A > C
4,4,1,"['alt1', 'alt3', 'alt2']",A > C > B
4,4,2,"['alt2', 'alt1', 'alt3']",A > B > C
4,4,3,"['alt2', 'alt3', 'alt1']",A > B > C
4,4,4,"['alt3', 'alt1', 'alt2']",A > B > C
4,4,5,"['alt3', 'alt2', 'alt1']",A > B > C
4,5,0,"['alt1', 'alt2', 'alt3']",C > B > A
4,5,1,"['alt1', 'alt3', 'alt2']",B > C > A
4,5,2,"['alt2', 'alt1', 'alt3']",C > B > A
4,5,3,"['alt2', 'alt3', 'alt1']",A > C > B
4,5,4,"['alt3', 'alt1', 'alt2']",C > B > A
4,5,5,"['alt3', 'alt2', 'alt1']",B > A > C
4,6,0,"['alt1', 'alt2', 'alt3']",A > B > C
4,6,1,"['alt1', 'alt3', 'alt2']",A > B > C
4,6,2,"['alt2', 'alt1', 'alt3']",A > B > C
4,6,3,"['alt2', 'alt3', 'alt1']",A > B > C
4,6,4,"['alt3', 'alt1', 'alt2']",A > B > C
4,6,5,"['alt3', 'alt2', 'alt1']",A > B > C
4,7,0,"['alt1', 'alt2', 'alt3']",C > B > A
4,7,1,"['alt1', 'alt3', 'alt2']",B > A > C
4,7,2,"['alt2', 'alt1', 'alt3']",C > A > B
4,7,3,"['alt2', 'alt3', 'alt1']",A > B > C
4,7,4,"['alt3', 'alt1', 'alt2']",A > C > B
4,7,5,"['alt3', 'alt2', 'alt1']",A > B > C
4,8,0,"['alt1', 'alt2', 'alt3']",B > A > C
4,8,1,"['alt1', 'alt3', 'alt2']",C > B > A
4,8,2,"['alt2', 'alt1', 'alt3']",A > C > B
4,8,3,"['alt2', 'alt3', 'alt1']",A > C > B
4,8,4,"['alt3', 'alt1', 'alt2']",C > B > A
4,8,5,"['alt3', 'alt2', 'alt1']",B > A > C
4,9,0,"['alt1', 'alt2', 'alt3']",C > B > A
4,9,1,"['alt1', 'alt3', 'alt2']",B > C > A
4,9,2,"['alt2', 'alt1', 'alt3']",C > B > A
4,9,3,"['alt2', 'alt3', 'alt1']",B > A > C
4,9,4,"['alt3', 'alt1', 'alt2']",C > B > A
4,9,5,"['alt3', 'alt2', 'alt1']",A > B > C
